city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,203902.6811409916,133560254.23913659,30225.573910311694,0,0,5877.19492700505,773230.951620937,7579222.581682142
7,1,335839.7101145745,141764338.5862212,30385.49758179484,0,0,6077.099516358969,852752.9972659234,8358490.651901564
10,1,179914.13041852193,126423660.39920172,30825.28767837343,0,0,1839.1222220560041,771111.9629737858,7574424.871537651
11,1,3278435.265404179,88905567.06925948,32664.409900429426,0,0,4477.86280152766,273709.3637433781,2692155.0857470226
23,1,331841.61832749617,53042683.73916741,37102.291784086294,0,0,3398.3780190165276,327363.75552596844,3210107.8767630104
35,1,1035505.7728532708,43379295.889799185,36942.36811260321,0,0,2958.5879224379187,194946.9555379362,1912207.339923794
45,2,363826.3526241218,155241906.00046209,28506.394441868037,0,0,6836.736955903834,857110.9173138393,8401270.234023305
49,2,259875.96616008738,114249470.90754862,32784.35265404179,0,0,4317.939130044527,724334.289064969,7100091.261918683
56,2,759637.439544871,155525770.51734456,28426.432606126473,0,0,6237.023187842101,966858.5368691378,9476437.077404393
62,2,479771.01444939186,50327979.41574126,37542.08188066493,0,0,79.96183574156534,1294262.2733129777,12685665.373974243
70,2,711660.3380999318,120426522.71858451,32344.56255746317,0,0,2878.626086696352,718057.2849592558,7038760.533904904
90,3,91956.11110280015,219715134.15888616,26547.329466199702,0,0,3798.187197724355,1003361.1148851617,9834386.23510151
103,3,167919.85505728726,123409099.19174497,31544.944200047517,0,0,3518.3207726288747,432913.3787048348,4244214.317490803
2,1,479771.01444939186,157164988.15004665,30945.230431985794,0,1,4197.99637643218,738687.4385805804,7240744.130988097
3,1,535744.299468488,168787440.97508314,27346.947823615337,0,1,8356.011834993575,817169.9803609272,8009737.105314729
24,1,575725.2173392705,141428498.87610665,32064.6961323677,0,1,2079.0077292806996,822087.6332590334,8057874.130431157
25,1,539742.3912555658,193899455.48972178,27227.005070003,0,1,7636.355313319491,890055.193639364,8723796.29848691
26,1,843597.3670735145,185427498.99290285,29226.050963542126,0,1,4038.072704949048,811412.7281875333,7953324.030199053
31,1,491765.2898106271,135871151.29206777,33144.1809148788,0,1,4677.767390881571,728732.1900307552,7143350.615054869
34,1,3690238.719473242,166796391.26511836,30745.325842631886,0,1,5557.347584038793,949946.6086097957,9310916.077419357
38,1,1003521.0385566447,183628357.68871772,27746.757002323193,0,1,6316.985023583659,900210.3467785431,8823628.650410255
40,2,295858.7922437918,136682763.9248447,32504.486228946324,0,1,2358.8741543761776,770712.153795078,7554794.2408630885
41,2,695667.9709516184,143035731.77451208,31944.75337875537,0,1,4357.920047915311,716418.067326555,7022368.357577884
42,2,775629.8066931834,152231342.88479206,30185.59299244093,0,1,5317.462076814096,798418.9298795295,7825984.806780613
63,2,835601.1834993581,128354738.73236077,32704.39081830022,0,1,3158.4925117918297,785425.1315715258,7698765.526115778
64,2,783625.9902673409,176167918.41402972,28146.566181030998,0,1,3878.1490334659184,873782.9600659556,8564672.245361196
79,2,427795.8212173746,124140749.98878022,34183.6847795192,0,1,3238.4543475333994,739407.0951022549,7248020.65804058
80,2,1007519.1303437232,128506666.2202697,32504.486228946324,0,1,3478.339854758092,700105.8528352751,6858566.5370612815
81,3,103950.38646403502,170226754.01843143,30265.554828182485,0,1,7476.431641836359,1036185.4484570744,10176263.063814571
86,3,127938.93718650463,223709227.8541774,24228.43622969429,0,1,8196.088163510447,1186393.7568976057,11627850.248949075
87,3,171917.94684436548,235023827.6116089,24668.226326272907,0,1,7276.527052482441,1144453.7740511536,11216766.451401703
6,1,251879.7825859308,172893481.24041256,25667.74927304247,1,0,6676.8132844207075,883538.3040264263,8660106.696318751
13,1,2122986.738938559,167915856.9655001,27826.718838064735,1,0,5917.175844875837,917082.2941200125,8988749.841216583
14,1,1087480.9660852887,136654777.28233516,29705.82197799152,1,0,2438.8359901177455,552536.2849742161,5416214.943954927
15,1,1175438.9854010104,155897593.0535428,29505.9173886376,1,0,4717.748308752355,696627.5129805175,6828300.982233108
19,1,1295381.7390133585,103130777.64768392,32384.543475333976,1,0,5797.233091263486,637495.7354496294,6249017.463203333
22,1,2346879.879014943,147929396.1218959,27506.871495098483,1,0,5717.271255521921,893573.5144119927,8758259.849691525
28,1,1027509.5892791153,142571953.127211,29585.879224379165,1,0,4118.034540690615,858990.020453766,8419741.418079607
33,1,3118511.5939210495,136418889.86689755,29705.82197799152,1,0,5237.500241072534,806894.8844681362,7908945.211362484
36,1,3910133.767762547,171230275.05698806,25867.653862396408,1,0,6117.080434229752,996604.3397649998,9767937.949600268
43,2,3014561.2074570125,160527383.34297958,28226.528016772554,1,0,6436.92777719601,865626.8528203154,8484390.562276665
44,2,4058063.1638844414,150140340.88015017,28626.337195480388,1,0,4917.652898106268,892733.9151367064,8750023.780610146
46,2,487767.19802354864,132180912.57259466,29985.68840308699,1,0,2118.9886471514815,852113.3025799907,8352373.571467342
50,2,4753731.134836058,76007722.9641449,33304.104586361944,1,0,1919.0840577975696,289861.6545631743,2842163.4895981965
52,2,3078530.6760502667,153710636.84601098,30585.402171148737,1,0,3398.3780190165276,899970.461271318,8821349.738091618
53,2,1575248.1641088377,123429089.65068027,30585.402171148737,1,0,3398.3780190165276,527668.1540585902,5172771.135039728
54,2,1703187.1012953424,145138728.05451524,29785.783813733084,1,0,1399.332125477393,716418.067326555,7022208.433906397
57,2,1595238.6230442289,161622860.492639,29745.8028958623,1,0,4997.61473384783,931235.5390462702,9127603.568981811
58,2,1879103.1399267865,94582857.40691054,34063.74202590683,1,0,2079.0077292806996,643452.8922123762,6307349.622376805
59,2,1831126.0384818462,148772993.48896942,30145.61207457013,1,0,4757.729226623136,916522.5612698223,8983512.34097551
67,2,1491288.2365801935,131813088.12818338,30825.28767837343,1,0,5797.233091263486,828204.7136932631,8117885.488155194
69,2,2110992.463577326,141568432.08865437,29066.127292059013,1,0,6756.775120162268,826245.6487175948,8098614.6857414795
71,2,2051021.0867711513,117236045.47249605,32184.638885980046,1,0,4317.939130044527,693309.0967972428,6796036.381511381
72,2,4521841.811185521,125644032.50072162,31624.906035789092,1,0,2838.645168825572,796020.0748072835,7802675.93166194
74,2,1503282.5119414297,39888961.75967988,37662.02463427728,1,0,559.7328501909575,305654.1171221334,2997449.3746083183
75,2,5669294.154076984,161666839.50229678,28146.566181030998,1,0,6237.023187842101,966858.5368691378,9476437.077404393
76,2,1751164.2027402804,143739395.92903775,29505.9173886376,1,0,4397.900965786097,886896.7011275719,8692891.0489728
78,2,1535267.2462380542,150276276.0009109,28346.47077038491,1,0,4877.671980235491,869584.9636895227,8535286.270726172
91,3,1663206.1834245604,119486971.14862107,29465.93647076684,1,0,3758.206279853571,366704.97871081834,3595164.0967765194
94,3,551736.6666168007,178362870.80513567,26507.34854832892,1,0,3318.416183274963,725733.6211904469,7113684.773994748
95,3,595715.6762746618,204238520.8511062,26187.501205362652,1,0,4957.633815977054,933674.3750363871,9151392.215114923
99,3,655687.0530808356,196678129.28174117,26747.2340555536,1,0,6996.660627386966,853432.6728697268,8364847.617843025
102,3,1191431.3525493236,217124370.68085963,22149.428500413607,1,0,9075.668356667671,1196229.0626938182,11724244.241935533
110,3,739646.9806094789,263594191.52207032,20830.058210677784,1,0,7116.603380999319,1144693.6595583784,11219005.38280245
111,3,247881.69079885265,193303739.81344718,26187.501205362652,1,0,5237.500241072534,976014.1670615461,9566114.276188556
112,3,715658.4298870101,181233500.7082579,27586.833330840043,1,0,3438.3589368873104,962380.6740676102,9432857.876925237
113,3,1579246.2558959145,193219779.88591847,28066.604345289426,1,0,6876.717873774621,1080324.381786419,10588466.327062337
115,3,523750.02410725283,130725607.16209814,31624.906035789092,1,0,2718.7024152132217,256077.77896236305,2514799.7340722303
4,1,2079007.729280699,181033596.1189041,28026.623427418683,1,1,5277.481158943314,894732.9610302451,8769694.392202564
5,1,2798664.250954785,164753366.3619213,28786.26086696353,1,1,7876.240820544186,913723.897018867,8955845.545808936
8,1,4957633.815977048,208896297.7830525,26627.291301941266,1,1,4118.034540690615,1098875.5276784622,10770499.446128013
9,1,12042252.462679738,235755478.40864405,26307.443958975007,1,1,9035.687438796887,1328206.0725852712,13017826.839644708
12,1,1359351.2076066097,204686307.13125896,25787.692026654808,1,1,7476.431641836359,1010197.8518410649,9901394.253452947
16,1,1299379.8308004376,166264645.0574369,28666.318113351183,1,1,5597.328501909572,893853.380837088,8761258.418531833
17,1,523750.02410725283,167911858.87371302,27306.96690574457,1,1,9235.592028150802,992166.4578813424,9724758.558299825
18,1,1099475.2414465235,177279387.93083757,28706.299031221963,1,1,4917.652898106268,959821.8953238797,9407509.974995155
20,1,1263397.004716733,163785828.14944822,31185.115939210504,1,1,3358.3971011457434,951345.9407352735,9324829.436838385
21,1,1827127.9466947673,165189158.36671284,30745.325842631886,1,1,5317.462076814096,950586.3032957286,9317273.0433608
27,1,1571250.072321758,185875285.27305573,27906.6806738063,1,1,7956.2026562857545,905607.7706910986,8876443.44291756
29,1,1811135.5795464541,203119055.15072423,26187.501205362652,1,1,8076.145409898096,937472.5622341125,9188334.583227534
30,1,1455305.4104964873,154878079.6478379,30425.47849966561,1,1,4118.034540690615,858990.020453766,8419781.398997482
32,1,1415324.4926257052,129554166.26848419,33464.02825784508,1,1,2079.0077292806996,734129.6139433119,7195965.502972821
37,1,1207423.7196976363,162958223.14952305,29505.9173886376,1,1,6117.080434229752,908646.3204492779,8906149.264895542
39,1,1059494.3235757404,164069692.66633084,29226.050963542126,1,1,9075.668356667671,888375.9950887911,8707644.007667113
47,2,7188569.033166726,192344197.7845483,28146.566181030998,1,1,5917.175844875837,1060613.7892761216,10395358.49374646
48,2,17459666.8341708,222101994.955772,26427.386712587348,1,1,6956.679709516184,1291263.7044726678,12655839.609242646
51,2,1971059.2510295857,188921831.21480936,27067.081398519873,1,1,8156.107245639664,979332.583244822,9598858.64792473
55,2,1883101.2317138638,153098928.8025881,29665.841060120736,1,1,7116.603380999319,864427.425284193,8472836.077012008
60,2,2650734.8548328895,154418299.0923239,30585.402171148737,1,1,3918.1299513367035,927877.1419451244,9094819.216327773
61,2,3402376.110803605,137142544.48035878,31504.963282176745,1,1,6476.908695066799,865546.8909845736,8483790.848508602
65,2,1223416.0868459502,168915379.91226983,29745.8028958623,1,1,3718.2253619827875,789383.242440733,7737307.130943215
66,2,2278912.318634613,169059311.21660453,28946.184538446625,1,1,4158.015458561399,887936.2049922125,8703126.163947713
68,2,2626746.3041104223,185299560.05571648,26987.11956277832,1,1,5637.309419780358,913923.8016082211,8957644.687113116
73,2,5349446.811110717,152747096.72532517,30545.421253277964,1,1,5357.442994684877,922399.756196827,9041084.862709438
77,2,1455305.4104964873,168155742.47272474,28626.337195480388,1,1,7196.5652167408825,872063.7805975118,8547560.412512502
82,3,243883.59901177432,196522203.70204523,27666.795166581618,1,1,4717.748308752355,988488.2134372311,9688455.884873152
83,3,271870.24152132217,221362347.97516254,23908.588886728023,1,1,10874.809660852887,1097636.1192244673,10757945.437916588
84,3,1055496.231788663,240129390.8237078,22829.10410421693,1,1,8435.973670735142,1196908.7382976208,11730841.093384214
85,3,1419322.5844127843,253706910.53262565,21389.791060868738,1,1,11514.504346785408,1226774.4839470955,12023301.50760899
88,3,2514799.7340722303,248633332.05482328,26387.405794716586,1,1,6676.8132844207075,1469258.7508333928,14400207.055944888
89,3,6105086.158868518,348129844.26805305,19950.47801752055,1,1,11594.466182526972,1788026.609017144,17523836.207353394
92,3,687671.7873774619,214689532.78252876,25427.863765817783,1,1,8715.840095830623,1358511.6083313245,13314845.07850675
93,3,1075486.6907240537,268195995.16899738,24788.16907988524,1,1,7716.3171490610575,1230172.8619661112,12056965.440456193
96,3,659685.1448679141,243575745.9441692,21589.695650222653,1,1,8835.782849442978,1196468.9482010414,11726563.135172043
97,3,263874.05794716574,241948522.5868284,23268.89420079552,1,1,10475.000482145068,1335402.6378020125,13088033.331425803
98,3,555734.7584038795,229642396.06620166,26347.424876845773,1,1,5597.328501909572,1288065.2310430058,12624414.607796205
100,3,639694.6859325223,188601983.8718429,30705.344924761113,1,1,3398.3780190165276,1275711.1274209332,12503592.2739907
101,3,927557.2946021579,232896842.78088298,26427.386712587348,1,1,8435.973670735142,1272472.673073401,12471527.577858336
