city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,0.4222170728853323,276.5604615060277,0.06258747198064925,0,0,0.01216978621845958,1.6011133705102603,15.694139749793203
7,1,0.6954163553405475,293.548489615061,0.06291862262604953,0,0,0.012583724525209906,1.7657780289355396,17.30775405716732
10,1,0.3725444760752931,261.7828639550409,0.06382928690090021,0,0,0.0038082324221029996,1.5967256244587067,15.684205230431195
11,1,6.788588230705343,184.09492254413988,0.06763751932300324,0,0,0.009272218071207301,0.5667643296025459,5.5745899646679895
23,1,0.6871375892055407,109.83439031313144,0.07682694973286043,0,0,0.007036951214755536,0.6778653711343334,6.64710411745808
35,1,2.1442004289666867,89.8246125648207,0.07649579908746024,0,0,0.0061262869399048205,0.4036726367429176,3.9595682670509165
45,2,0.7533677182855923,321.45621025616805,0.059027602542596445,0,0,0.01415669009086114,1.7748018840226971,17.396336854811892
49,2,0.5381197987754236,236.57402107394617,0.0678858823070534,0,0,0.008941067425807038,1.4998640606791305,14.70201241617402
56,2,1.572965565651238,322.0440026517535,0.058862027219896335,0,0,0.012914875170610162,2.0020540144286256,19.622662643837838
62,2,0.9934519362007816,104.21310810746206,0.07773761400771118,0,0,0.00016557532270013032,2.6800021732243104,26.26794543274623
70,2,1.4736203720311603,249.3647147525312,0.0669752180322027,0,0,0.005960711617204691,1.4868663978471695,14.575016143663019
90,3,0.19041162110514984,454.95959294928304,0.05497100713644326,0,0,0.00786482782825619,2.077639149241235,20.363860575904972
103,3,0.34770817767027373,255.54067428924617,0.06531946480520139,0,0,0.007285314198805736,0.8964247970985058,8.788406978277516
2,1,0.9934519362007816,325.4382967671061,0.0640776498849504,0,1,0.008692704441756842,1.5295848311038036,14.99325940880355
3,1,1.1093546620908732,349.50466992157004,0.05662676036344456,0,1,0.01730262122216361,1.6920970103339823,16.585597287210703
24,1,1.192142323440938,292.8530732597205,0.06639570440275226,0,1,0.004304958390203388,1.70227989268004,16.685273631476186
25,1,1.1176334282258795,401.50360001554606,0.056378397379394374,0,1,0.015812443317862447,1.8430189169751507,18.06418491892286
26,1,1.7468196544863748,383.96089457546714,0.06051778044689759,0,1,0.008361553796356577,1.6801755870995714,16.468783897045757
31,1,1.0182882346058018,281.3455883320614,0.06863097125920399,0,1,0.009686156377957621,1.508970703427637,14.79158866575479
34,1,7.641301142611015,345.38184438633687,0.06366371157820014,0,1,0.011507484927659057,1.9670348336775474,19.279921725848585
38,1,2.0779702998866356,380.23544981471423,0.05745463697694524,0,1,0.01308045049331029,1.864046982958067,18.27090570931398
40,2,0.6126286939904821,283.0261778574678,0.06730636867760299,0,1,0.004884472019653842,1.595897747845207,15.643556488708303
41,2,1.4405053074911338,296.1811372459931,0.06614734141870207,0,1,0.009023855087157103,1.483472103731818,14.541073202509498
42,2,1.6060806301912631,315.22229935650813,0.0625046843192992,0,1,0.01101075895955867,1.6532695971608014,16.2051051956458
63,2,1.7302621222163619,265.7815079982492,0.06772030698435329,0,1,0.006540225246655145,1.62636360722203,15.941674857229891
64,2,1.622638162461278,364.7872722067922,0.05828251359044589,0,1,0.008030403150956319,1.8093243388056743,17.734690026749607
79,2,0.8858279764456971,257.0556884919523,0.07078345045430574,0,1,0.006705800569355281,1.5310750090081047,15.008326763169258
80,2,2.086249066021642,266.0961011113795,0.06730636867760299,0,1,0.0072025265374556675,1.4496947379009908,14.20189215395828
81,3,0.21524791951016947,352.4850257301725,0.06267025964199932,0,1,0.015481292672462189,2.1456078192096384,21.07177786810938
86,3,0.2649205163202086,463.2300803181545,0.050169322778139486,0,1,0.01697147057676335,2.456641062901833,24.0775494887462
87,3,0.3559869438052801,486.6589884802232,0.051079987052990196,0,1,0.01506735436571186,2.3697968061456147,23.226326754744836
6,1,0.5215622665054105,358.00696274222184,0.053149678586741814,1,0,0.013825539445460883,1.8295245281750894,17.93230417439221
13,1,4.39602481768846,347.6998989041385,0.05762021229964534,1,0,0.012252573879809641,1.8989833760477943,18.612818750689755
14,1,2.2518243887217717,282.96822649452275,0.06151123238309844,1,0,0.005050047342353975,1.1441254798579001,11.215244483093327
15,1,2.433957243691916,322.81392790230905,0.06109729407634808,1,0,0.009768944039307684,1.4424922113635354,14.139221894316284
19,1,2.6823202277421108,213.55077245249316,0.0670580056935528,1,0,0.012004210895759447,1.320049260226789,12.939711469015185
22,1,4.859635721248826,306.31434699524107,0.05695791100884483,1,0,0.011838635573059314,1.8503042311739555,18.135547883006627
28,1,2.127642896696675,295.2208003743323,0.0612628693990482,1,0,0.008527129119056709,1.7786929041061506,17.43458475435562
33,1,6.4574375853050805,282.47977929255734,0.06151123238309844,1,0,0.010845183636858536,1.6708205813670154,16.376889592947187
36,1,8.096633280036373,354.56299603005897,0.05356361689349217,1,0,0.012666512186559972,2.0636480344730734,20.22626748274118
43,2,6.242189665794912,332.4007390866466,0.058448088913146,1,0,0.01332881347736049,1.7924356558902603,17.568452402758687
44,2,8.402947627031612,310.89250466789963,0.05927596552664665,1,0,0.010182882346058011,1.8485656902856045,18.118493624768515
46,2,1.0100094684707952,273.7042871894504,0.06209074601254885,1,0,0.004387746051553455,1.7644534263539378,17.29508754498077
50,2,9.843452934522745,157.38762299260887,0.06896212190460427,1,0,0.003973807744803128,0.6002105447879724,5.885209270053429
52,2,6.374649923955017,318.28544282646044,0.06333256093279985,1,0,0.007036951214755536,1.8635502569899667,18.266186812617025
53,2,3.2618338571925674,255.58206811992116,0.06333256093279985,1,0,0.007036951214755536,1.09263155449816,10.711150413132778
54,2,3.526754373512776,300.5357682330066,0.06167680770579855,1,0,0.0028975681472522804,1.483472103731818,14.5407420518641
57,2,3.3032276878675995,334.66912100763847,0.061594020044448486,1,0,0.010348457668758141,1.9282902081657174,18.900340298558522
58,2,3.891020083453063,195.85077045584904,0.0705350874702555,1,0,0.004304958390203388,1.3323846217679487,13.060498666924932
59,2,3.791674889832984,308.0611666497274,0.06242189665794912,1,0,0.009851731700657753,1.8978243487888942,18.60197356705289
67,2,3.0879797683574295,272.9426407050298,0.06382928690090021,1,0,0.012004210895759447,1.7149464048665999,16.80953791116263
69,2,4.37118851928344,293.14283007444567,0.06018662980149739,1,0,0.013991114768161011,1.7108898094604466,16.769634258391893
71,2,4.247007027258342,242.75825937679608,0.06664406738680247,1,0,0.008941067425807038,1.4356208354714801,14.072412251606771
72,2,9.363284498692371,260.16850455871474,0.06548504012790153,1,0,0.005877923955854628,1.6483023374797976,16.15683998907871
74,2,3.1128160667624503,82.59724972896004,0.07798597699176138,1,0,0.0011590272589009126,0.6329116710212481,6.206756546737084
75,2,11.73929037943924,334.7601874351235,0.05828251359044589,1,0,0.012914875170610162,2.0020540144286256,19.622662643837838
