city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,4.2044015607061445,2753.965461508814,0.6232407019399697,0,0,0.12118569204388299,15.943750232168012,156.28090358129901
7,1,6.924896688221887,2923.1307948925205,0.6265382717915042,0,0,0.12530765435830085,17.583466840843407,172.3491370753624
10,1,3.7097660829760097,2606.8114068840964,0.6356065888832229,0,0,0.03792205329264369,15.900057431635185,156.181976485753
11,1,67.60018195645178,1833.201519714168,0.6735286421758667,0,0,0.09233195584295853,5.643790800900837,55.51129088072729
23,1,6.842457441933531,1093.721480507617,0.7650362055559414,0,0,0.07007335934510245,6.750125486090572,66.19129523738376
35,1,21.351764788684147,894.4658222286605,0.761738635704408,0,0,0.061005042253383296,4.019737649020228,39.42904271479483
45,2,7.501971412240371,3201.033494130568,0.5877918260359766,0,0,0.14097111115308836,17.673325619297728,173.23123701064785
49,2,5.3585510087431265,2355.783901936055,0.6760018195645175,0,0,0.08903438599142428,14.93551825006141,146.40138430610241
56,2,15.663456794787605,3206.8866806170417,0.5861430411102099,0,0,0.12860522420983508,19.93628292991309,195.40079912251247
62,2,9.892709554602694,1037.7452322778236,0.774104522647661,0,0,0.0016487849257671159,26.68723280846656,261.57395772571283
70,2,14.674185839327336,2483.1525374515654,0.6669335024727984,0,0,0.05935625732761617,14.80608863338869,145.13676626803908
90,3,1.8961026646321841,4530.448779776591,0.5473965953546825,0,0,0.07831728397393803,20.688953248525774,202.78158484270898
103,3,3.4624483441109435,2544.6522151826807,0.6504456532151268,0,0,0.07254653673375312,8.926521588103165,87.51420628986695
2,1,9.892709554602694,3240.6867715952662,0.6380797662718739,0,1,0.08656120860277355,15.231475144236613,149.30159699052675
3,1,11.046859002639682,3480.3376605555154,0.5638844446123534,0,1,0.17229802474266356,16.84975754887705,165.1579616216291
24,1,11.871251465523235,2916.2058982042986,0.6611627552326135,0,1,0.04286840806994502,16.951157821811723,166.15053014694098
25,1,11.12929824892803,3998.1385664926797,0.561411267223703,0,1,0.15745896041075966,18.352625008713773,179.88161100872944
26,1,17.394680966843072,3823.449803607652,0.6026308903678805,0,1,0.08326363875123932,16.731045034221797,163.99474385650046
31,1,10.14002729346777,2801.6153458634826,0.683421351730469,0,1,0.09645391815737626,15.026201420978603,147.29337695094245
34,1,76.09142432415243,3439.282915903916,0.6339578039574565,0,1,0.1145905523408146,19.587564918113337,191.98781432617466
38,1,20.69225081837731,3786.352142777893,0.5721283692411896,0,1,0.13025400913560217,18.5620206942862,181.9401189885497
40,2,6.100504225338327,2818.3505128600195,0.670231072324333,0,1,0.04863915531012992,15.891813507006358,155.77719978647707
41,2,14.344428854173913,2949.3464752122172,0.6586895778439629,0,1,0.0898587784543078,14.772288542410482,144.79876535825687
42,2,15.993213779941014,3138.9567416754358,0.6224163094770866,0,1,0.10964419756351323,16.463117483784657,161.36905386221628
63,2,17.22980247426636,2646.629562841376,0.6743530346387506,0,1,0.06512700456780109,16.195189933347496,158.74583704532077
64,2,16.15809227251775,3632.5205092038223,0.580372293870025,0,1,0.07996606889970512,18.017097276320165,176.60052900645297
79,2,8.82099935285407,2559.738597253448,0.7048555557654427,0,1,0.06677578949356824,15.246314208568522,149.45163641877159
80,2,20.774690064665656,2649.7622542003323,0.670231072324333,0,1,0.07172214427086954,14.43593641755398,141.42122943782286
81,3,2.1434204034972524,3510.015789219326,0.6240650944028534,0,1,0.15416139055922537,21.365779460553174,209.83096479282628
86,3,2.638055881227387,4612.80558681866,0.49958183250743604,0,1,0.1690004548911294,24.463021943606705,239.76218194273957
87,3,3.5448875903993,4846.108653814709,0.5086501495991551,0,1,0.1500394282448075,23.598234250041845,231.28577863937096
6,1,5.193672516166414,3565.0027664936583,0.5292599611712441,1,0,0.13767354130155418,18.218249037263746,178.56835381535598
13,1,43.775239779116916,3462.3659048646546,0.5737771541669563,1,0,0.12201008450676659,18.909914313623055,185.3448598602588
14,1,22.423474990432776,2817.7734381360015,0.6125235999224837,1,0,0.050287940235897076,11.393103837050765,111.68044694683559
15,1,24.237138408776605,3214.5535305218564,0.6084016376080656,1,0,0.09727831062025984,14.364214273283114,140.79716434342012
19,1,26.710315797427274,2126.5203580081384,0.6677578949356822,1,0,0.1195369071181159,13.144937820678333,128.85254194870015
22,1,48.391837571264865,3050.252112669164,0.567182014463888,1,0,0.11788812219234879,18.425171545447515,180.5922373117351
28,1,21.18688629610745,2939.783522642768,0.6100504225338328,1,0,0.08491242367700648,17.71207206505325,173.61210632850003
33,1,64.30261210491753,2812.9095226049885,0.6125235999224837,1,0,0.10799541263774612,16.637888685915968,163.07966822269967
36,1,80.625582870012,3530.7080400377013,0.5333819234856622,1,0,0.12613204682118445,20.549630922298448,201.41144456939648
43,2,62.15919170142026,3310.018177723775,0.5820210787957918,1,0,0.13272718652425283,17.848921213891913,174.94514894098288
44,2,83.67583498268114,3095.841015866625,0.5902650034246275,1,0,0.10140027293467763,18.40785930372697,180.42241246438113
46,2,10.05758804717941,2725.5239215393317,0.6182943471626684,1,0,0.0436928005328286,17.57027656143726,172.22300502854122
50,2,98.02026383685505,1567.252511187932,0.6867189215820038,1,0,0.03957083821841079,5.976845355905796,58.60441140146634
