city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,84.85158569368421,55579.452385945406,12.577999761652013,0,0,2.44572217587678,321.77052300310845,3153.9999904975325
7,1,139.7555529072447,58993.480892679516,12.644550024941184,0,0,2.5289100049882376,354.86264142364524,3478.282785939806
10,1,74.86904620030958,52609.6468866664,12.827563248986376,0,0,0.7653280278253877,320.88873201452714,3152.0034825988587
11,1,1364.2803974278643,36996.95511902857,13.59289127681177,0,0,1.8634073720965953,113.90077561940436,1120.307132209789
23,1,138.0917963250155,22073.05857643352,15.439661083086067,0,0,1.4141930948947374,136.2283889529189,1335.8467974375687
35,1,430.9129547973375,18051.75891718576,15.373110819796917,0,0,1.2311798708495363,81.12477094949102,795.7414981485355
45,2,151.40184898284818,64602.00433137386,11.862584431293497,0,0,2.845023755611764,356.6761360982753,3496.084981369659
49,2,108.14417784489167,47543.508093778844,13.642803974278642,0,0,1.7968571088074308,301.4227800024463,2954.6154016831965
56,2,316.1137506235296,64720.13104871211,11.829309299648923,0,0,2.5954602682774017,402.34625428046417,3943.502401462709
62,2,199.65078986749228,20943.367857099962,15.622674307131279,0,0,0.033275131644582054,538.5912807992054,5278.983172452188
70,2,296.14867163678036,50114.01201332281,13.459790750233436,0,0,1.1979047392049538,298.8106821683466,2929.0933757118037
90,3,38.26640139126937,91431.7429764003,11.047343706001243,0,0,1.580568753117648,417.5363518762157,4092.45852826968
103,3,69.87777645362235,51355.174423665776,13.127039433787612,0,0,1.4641057923616105,180.1515627237672,1766.1774374311258
2,1,199.65078986749228,65402.27124742602,12.877475946453256,0,1,1.746944411340557,307.39566613264896,3013.146358246016
3,1,222.94338201869985,70238.811631966,11.380095022447057,0,1,3.4772512568588234,340.0552078418065,3333.153299271961
24,1,239.5809478409908,58853.725339772296,13.343327789477406,0,1,0.8651534227591335,342.1016284379482,3353.184928522001
25,1,224.60713860092878,80688.86672494702,11.33018232498019,0,1,3.177775072057587,370.385490335843,3630.3002248580797
26,1,351.05263885034066,77163.36652720353,12.162060616094735,0,1,1.680394148051393,337.6593983633962,3309.6776938967096
31,1,204.6420596141798,56541.1036904738,13.792542066679248,0,1,1.9465952012080496,303.2529122428984,2972.617247902916
34,1,1535.6473253974623,69410.26085401597,12.794288117341807,0,1,2.312621649298454,395.3085639376348,3874.6228789584256
38,1,417.60290213950475,76414.67606520046,11.54647068066998,0,1,2.6287353999219816,374.6114320547049,3671.8442267163405
40,2,123.11798708495354,56878.84627666633,13.526341013522611,0,1,0.9816163835151707,320.7223563563043,3143.8344377801113
41,2,289.4936453078639,59522.55548582839,13.293415092010536,0,1,1.813494674629722,298.12854196963303,2922.271973724664
42,2,322.7687769524457,63349.19562495531,12.561362195829732,0,1,2.212796254364707,332.2521894711518,3256.6870467527124
63,2,347.72512568588246,53413.241315883126,13.609528842634063,0,1,1.3143676999609908,326.8449805789072,3203.7463123061807
64,2,326.0962901169044,73310.10628276096,11.712846338892884,0,1,1.6138438847622294,363.6140010461705,3564.082712885363
79,2,178.02195429851398,51659.641878213646,14.225118778058839,0,1,1.3476428316055742,307.69514231745023,3016.1743952256743
80,2,419.26665872173385,53476.46406600782,13.526341013522611,0,1,1.4474682265393193,291.34041511413807,2854.1078665507366
81,3,43.257671137956706,70837.76400156853,12.59463732747431,0,1,3.111224808768422,431.1957934163165,4234.726353616092
86,3,53.24021063133131,93093.83580204721,10.082364888308362,0,1,3.4107009935696606,493.70312821066415,4838.78645592601
87,3,71.54153303585143,97802.26692975561,10.26537811235356,0,1,3.0280369796569655,476.25032166308046,4667.719004141218
6,1,104.81666468043346,71947.48964191532,10.68131725791084,1,0,2.7784734923226018,367.6735671068094,3603.79658250317
13,1,883.4547451636531,69876.11269704007,11.579745812314554,1,0,2.4623597416990726,381.6324848317116,3740.557373562402
14,1,452.541790366316,56867.19998059073,12.361711405962232,1,0,1.0148915151597535,229.93115966406188,2253.891041945765
15,1,489.14443517535614,64874.86041085938,12.278523576850771,1,0,1.9632327670303413,289.8929468875989,2841.5132292232656
19,1,539.0571326422292,42916.60103859971,13.476428316055738,1,0,2.4124470442321986,265.28598703643036,2600.4515380240887
22,1,976.6251137684835,61558.99354247679,11.446645285736228,1,0,2.379171912587617,371.8495961282043,3644.6418065968946
28,1,427.5854416328795,59329.55972228981,12.311798708495356,1,0,1.713669279695976,357.4581016919228,3503.771536779557
33,1,1297.7301341387001,56769.03834223922,12.361711405962232,1,0,2.179521122720126,335.77935342547755,3291.209995833967
36,1,1627.1539374200631,71255.36690370801,10.7645050870223,1,0,2.5455475708105286,414.7246032522484,4064.806893873033
43,2,1254.4724630007431,66801.49053308072,11.746121470537462,1,0,2.678648097388855,360.21993761842305,3530.674480714204
44,2,1688.7129309625393,62479.0509324495,11.912497128760378,1,0,2.0464205961417954,371.5002072459364,3641.2144680375045
