city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,5235549.519892899,3429387593.3635726,776093.2229488296,0,0,150907.01557338348,19854025.042103667,194609481.967768
7,1,8623258.032764778,3640041468.163969,780199.5362977656,0,0,156039.90725955315,21895889.35486189,214618520.3387939
10,1,4619602.5175525565,3246143360.1673164,791491.8980073382,0,0,47222.60351275952,19799616.390230276,194486292.56730005
11,1,84179423.65317994,2282802248.507029,838714.5015200975,0,0,114976.77377019703,7027955.296703289,69125678.91598204
23,1,8520600.199041385,1361961480.0082185,952664.6969530603,0,0,87259.15866488166,8405623.425271187,82425001.27484716
35,1,26588378.934358045,1113837495.8987832,948558.3836041259,0,0,75966.79695530878,5005595.972352502,49099188.71322307
45,2,9341862.868828494,3986101025.6455193,731950.3544477717,0,0,175544.89566699715,22007786.393620398,215716959.15963426
49,2,6672759.192020363,2933550256.4795995,841794.2365317995,0,0,110870.46042126136,18598519.735666584,182306967.1743569
56,2,19504988.407444138,3993389731.839878,729897.1977733041,0,0,160146.2206084888,24825743.929327462,243323703.80452836
62,2,12318940.046806816,1292256810.9100363,963957.0586626339,0,0,2053.156674467804,33232393.9329359,325726120.3559563
70,2,18273094.40276346,3092156609.582236,830501.8748222265,0,0,73913.64028084095,18437346.936720848,180732196.00504017
90,3,2361130.1756379744,5641561252.268908,681648.0159233109,0,0,97524.9420372207,25763009.951222,252514659.65778345
103,3,4311629.016382389,3168739353.539887,809970.3080775484,0,0,90338.89367658336,11115790.23556869,108977449.96740203
2,1,12318940.046806816,4035479443.666467,794571.6330190401,0,1,107790.72540955969,18967061.35873357,185918469.76474583
3,1,13756149.718934294,4333905766.300362,702179.5826679886,0,1,214554.87248188537,20982234.634723727,205663677.50310266
24,1,14782728.056168187,3631418210.1312046,823315.8264615892,0,1,53382.07353616291,21108503.770203494,206899677.82113242
25,1,13858807.552657671,4978699619.916976,699099.8476562871,0,1,196076.46241167528,22853686.94350113,223998366.60610023
26,1,21660802.915635336,4761167670.257111,750428.764517982,0,1,103684.41206062405,20834407.35416201,204215175.46926558
31,1,12626913.547976999,3488723821.2556896,851033.441566904,0,1,120109.66545636648,18711443.35276231,183417724.93524402
34,1,94753180.52668919,4282782165.106118,789438.7413328707,0,1,142694.38887551238,24391501.292677496,239073669.48838013
38,1,25767116.264570925,4714971645.081588,712445.3660403284,0,1,162199.3772829564,23114437.841158543,226561732.71417323
40,2,7596679.695530876,3509563361.5015397,834608.1881711625,0,1,60568.121896800214,19789350.606857937,193982242.60371798
41,2,17862463.067869883,3672686659.2880077,820236.091449888,0,1,111897.03875849528,18395257.224894296,180311298.88677433
42,2,19915619.74233769,3908799676.8518033,775066.6446115964,0,1,136534.91885210894,20500769.394561008,200945523.4651757
63,2,21455487.24818856,3295727093.85572,839741.0798573316,0,1,81099.6886414782,20167131.434960008,197678951.19609725
64,2,20120935.409784492,4523412127.353742,722711.1494126669,0,1,99578.09871168845,22435869.56024693,219912584.82390928
79,2,10984388.208402747,3187525737.1112657,877724.4783349866,0,1,83152.84531594612,18985539.768803783,186105307.02212247
80,2,25869774.098294325,3299628091.537208,834608.1881711625,0,1,89312.31533934946,17976413.263302848,176105407.43912688
81,3,2669103.6768081463,4370862586.440784,777119.8012860635,0,1,191970.1490627396,26605830.76609103,261292931.01947057
86,3,3285050.679148488,5744116428.158574,622106.4723637442,0,1,210448.5591329499,30462685.57907883,298564910.7094218
87,3,4414286.850105777,6034638097.595771,633398.8340733174,0,1,186837.25737657,29385804.90332043,288009632.2459832
6,1,6467443.524573581,4439335361.534284,659063.2925041647,1,0,171438.5823180616,22686354.674531996,222363027.31488654
13,1,54511309.70712015,4311526358.548662,714498.5227147957,1,0,151933.59391061755,23547653.89947123,230801501.24694917
14,1,27922930.772762123,3508844756.6654763,762747.704564789,1,0,62621.27857126808,14187312.620572513,139070567.34507662
15,1,30181403.11467671,4002936910.376151,757614.8128786193,1,0,121136.24379360043,17887100.94796351,175328287.63784102
19,1,33261138.12637842,2648058820.8948503,831528.453159461,1,0,148853.85889891573,16368791.587194556,160454194.10965887
22,1,60260148.395630054,3798339847.765438,706285.8960169244,1,0,146800.70222444794,22944025.837177712,224883277.13279587
28,1,26383063.26691129,3660778350.5760937,759667.969553087,1,0,105737.56873509192,22056035.575470388,216191238.35143638
33,1,80073110.30424438,3502787944.4757967,762747.704564789,1,0,134481.76217764124,20718404.002054617,203075673.51493597
36,1,100399361.38147563,4396629702.705356,664196.184190335,1,0,157066.48559678707,25589518.212229475,250808486.4613007
43,2,77404006.62743618,4121814681.827841,724764.3060871342,1,0,165279.1122946582,22226447.5794512,217851215.52274358
44,2,104197701.22924106,3855109629.8144717,735030.0894594736,1,0,126269.13547976995,22922467.692095805,224671801.99532568
46,2,12524255.714253604,3393970640.7290044,769933.752925426,1,0,54408.6518733968,21879464.101466138,214461453.85319734
50,2,122060164.2971109,1951628076.91537,855139.7549158398,1,0,49275.76018722732,7442692.944945787,72977400.83728357
52,2,79046531.96701045,3946783075.3294573,785332.4279839348,1,0,87259.15866488166,23108278.371135134,226503217.74895087
53,2,40447186.48701574,3169252642.708502,785332.4279839348,1,0,87259.15866488166,13548780.89481305,132819731.84965934
