city,country,population,income_capita,unemp,univ,know_int_sec,rd_emp_perc,patent_mil,product_mil
1,1,13995670.976577712,9167438914.57951,2074652.4035868132,0,0,403404.6340307691,53073779.74255157,520230067.1962379
7,1,23051693.373186823,9730558852.69593,2085629.4004311888,0,0,417125.88008623786,58532091.42341685,573718228.5696645
10,1,12349121.449921506,8677590430.399279,2115816.141753218,0,0,126235.46371030888,52928334.53436362,519900757.29090697
11,1,225028435.30968085,6102386970.708996,2242051.6054635267,0,0,307355.911642491,18787130.099147253,184786764.87820336
23,1,22777268.452077452,3640795428.3579736,2546663.2678949237,0,0,233261.1829429619,22469912.540434957,220338513.40792164
35,1,71076054.567326,2977510394.03663,2535686.271050552,0,0,203074.4416209316,13380959.153292721,131251951.26818803
45,2,24972667.820952356,10655645261.755611,1956649.6875097852,0,0,469266.61509701726,58831214.5874261,576654575.2255349
49,2,17837619.87210885,7841966545.621273,2250284.353096809,0,0,296378.91479811614,49717562.95738396,487342984.65049136
56,2,52140735.010779716,10675129431.154371,1951161.1890875984,0,0,428102.87693061266,66364178.67187824,650452925.0102658
62,2,32930990.53312401,3454460906.9247127,2576850.0092169554,0,0,5488.498422187339,88836835.46152434,870731064.9355433
70,2,48847635.95746733,8265953048.735241,2220097.611774778,0,0,197585.9431987442,49286715.83124222,483133306.36067384
90,3,6311773.185515439,15081021539.565258,1822181.4761661966,0,0,260703.6750538986,68869678.20160672,675022188.1971873
103,3,11525846.686593411,8470674039.882834,2165212.627552904,0,0,241493.93057624288,29714730.45772225,291318519.25285935
2,1,32930990.53312401,10787643648.809212,2124048.8893865,0,1,288146.16716483526,50702748.42416663,496997253.37511903
3,1,36772939.428655185,11585396894.474136,1877066.460388069,0,1,573548.0851185765,56089709.62554353,549780142.7012945
24,1,39517188.63974884,9707507159.322746,2200887.8672971223,0,1,142700.95897687084,56427252.27850804,553084218.7514517
25,1,37047364.349764526,13309059823.962074,1868833.7127547886,0,1,524151.5993188909,61092475.93736728,598792433.6114278
26,1,57903658.354076445,12727553416.13132,2006046.1733094715,0,1,277169.17032046046,55694537.73914594,545908007.0644413
31,1,33754265.29645215,9326056518.980719,2274982.5959966495,0,1,321077.15769795916,50019430.37060426,490312262.29689485
34,1,253294202.18394575,11448733283.761686,2110327.643331032,0,1,381450.64034202,65203361.255585544,639091733.2763385
38,1,68880655.19845107,12604062201.632113,1904508.9524990076,0,1,433591.37535279954,61789515.23698507,605644823.8915284
40,2,20307444.162093155,9381764777.965925,2231074.608619154,0,1,161910.7034545265,52900892.04225269,518553330.9282594
41,2,47749936.27302982,9817825977.608713,2192655.1196638425,0,1,299123.1640092099,49174201.613587484,482008164.18412566
42,2,53238434.69521716,10449003296.16025,2071908.1543757215,0,1,364985.1450754579,54802656.74554054,537167573.3271081
63,2,57354808.51185771,8810137667.295118,2244795.854674621,0,1,216795.68767639977,53910775.75193514,528435372.33740765
64,2,53787284.53743596,12091985298.842033,1931951.444609943,0,1,266192.1734760858,59975566.508452155,587870321.7512748
79,2,29363466.558702253,8520893800.445844,2346333.0754850884,0,1,222284.1860985874,50752144.90996632,497496706.73153824
80,2,69155080.11956045,8820565814.297272,2231074.608619154,0,1,238749.6813651492,48054547.935461216,470764975.1662744
81,3,7135047.948843544,11684189866.073517,2077396.6527979071,0,1,513174.60247451597,71122706.8039146,698488263.2012494
86,3,8781597.475499747,15355172035.753513,1663015.0219227625,0,1,562571.0882742022,81432851.08999361,798123719.3084271
87,3,11800271.607702777,16131794562.49303,1693201.7632447935,0,1,499453.35641904734,78554133.66755626,769907348.919963
6,1,17288770.029890113,11867231288.453459,1761807.9935221346,1,0,458289.61825264274,60645163.31595899,594420844.6181552
13,1,145719633.10907373,11525572261.672295,1909997.4509211937,1,0,406148.8832418632,62947588.404066555,616978573.1333451
14,1,74643578.54174778,9379843803.51816,2038977.1638425956,1,0,167399.201876714,37925524.09731448,371763440.6268592
15,1,80680926.80615386,10700650948.817537,2025255.9177871272,1,0,323821.406909053,47815798.2540961,468687578.5134771
19,1,88913674.43943489,7078790840.016121,2222841.8609858733,1,0,397916.13560858194,43757053.670888536,428926151.6939405
22,1,161087428.69119844,10153722081.04658,1888043.457232444,1,0,392427.6371863946,61333969.86794352,601157976.4313904
28,1,70527204.72510733,9785992686.760023,2030744.4162093143,1,0,282657.668742648,58960194.30034749,577922418.3610603
33,1,214051438.46530628,9363652733.172709,2038977.1638425956,1,0,359496.64665327093,55384437.57829245,542861890.4401273
36,1,268387572.8449609,11753070521.271967,1775529.2395776052,1,0,419870.1292973316,68405900.0849319,670461246.0083497
43,2,206916390.51646256,11018435007.462194,1937439.943032129,1,0,441824.12298608077,59415739.66938901,582359869.3353987
44,2,278541294.92600745,10305479062.420057,1964882.4351430668,1,0,337542.6529645213,61276340.63451056,600592661.0939052
46,2,33479840.375342768,9072762316.796783,2058186.9083202507,1,0,145445.20818796445,58488183.436039336,573298358.4403677
50,2,326291231.1990372,5217092175.210172,2285959.592841025,1,0,131723.9621324962,19895806.780429095,195083187.91822663
52,2,211307189.25421256,10550540516.970716,2099350.6464866563,1,0,233261.1829429619,61773049.7417185,605488401.686496
53,2,108123418.91709058,8472046164.488376,2099350.6464866563,1,0,233261.1829429619,36218601.088014275,355053707.1805097
54,2,116905016.39259034,9962173486.112238,2044465.662264783,1,0,96048.72238827837,49174201.613587484,481997187.18728083
57,2,109495543.52263743,11093627435.84616,2041721.4130536895,1,0,343031.15138670837,63919052.62479376,626509350.6434734
58,2,128979712.92140251,6492070358.684293,2338100.327851806,1,0,142700.95897687084,44165946.8033415,432930011.29292625
59,2,125686613.86809003,10211625739.400654,2069163.9051646264,1,0,326565.6561201465,62909168.915111296,616619076.4866918
67,2,102360495.57379384,9047515224.054718,2115816.141753218,1,0,397916.13560858194,56847122.40780537,557203336.8173028
69,2,144896358.34574577,9717112031.561575,1995069.1764650983,1,0,463778.1166748298,56712654.19646178,555880608.6975558
71,2,140779984.52910522,8046961961.689965,2209120.614930403,1,0,296378.91479811614,47588025.569575354,466472969.4001242
72,2,310374585.7746941,8624077570.782963,2170701.1259750924,1,0,194841.69398765065,54638001.79287499,535567676.03704005
74,2,103183770.33712204,2737937437.9081545,2585082.7568502366,1,0,38419.488955311375,20979785.21881109,205741851.8541146
75,2,389134538.13308233,11096646109.97836,1931951.444609943,1,0,428102.87693061266,66364178.67187824,650452925.0102658
76,2,120198115.44590268,9866124763.723953,2025255.9177871272,1,0,301867.4132203037,60875680.249690846,596671128.9712526
78,2,105379169.70599687,10314809509.73778,1945672.6906654108,1,0,334798.403753428,59687420.34128727,585853298.5811211
91,3,114160767.18149671,8201463192.274537,2022511.6685760345,1,0,257959.42584280492,25170253.764151104,246768377.55996484
94,3,37870639.113092616,12242644580.531076,1819437.2269551028,1,0,227772.68452077458,49813611.67977227,488276029.38226324
95,3,40889313.24529567,14018722669.950897,1797483.233266353,1,0,340286.9021756152,64086451.826670386,628142178.9240738
99,3,45005687.06193616,13499785144.133083,1835902.7222216644,1,0,480243.6119413919,58578743.66000545,574154564.1942289
102,3,81778626.49059135,14903194190.686401,1520314.0629458933,1,0,622944.5709182632,82107936.39592262,804740104.1563737
110,3,50768610.40523285,18092835048.74057,1429753.8389798023,1,0,488476.3595746734,78570599.16282284,770061026.8757832
111,3,17014345.108780753,13268170510.716782,1797483.233266353,1,0,359496.64665327093,66992611.74121862,656608275.9907489
112,3,49122060.8785767,12439681673.887606,1893531.955654632,1,0,236005.4321540555,66056822.76023574,647461693.3701736
113,3,108397843.83819984,13262407587.373482,1926462.9461877556,1,0,472010.864308111,74152357.93296207,726781472.5676248
115,3,35949664.66532704,8972871645.512976,2170701.1259750924,1,0,186608.94635436946,17576916.197054952,172613275.37779182
4,1,142700958.9768708,12425960427.832148,1923718.6969766645,1,1,362240.89586436446,61413553.095065214,601942831.7057627
5,1,192097444.77655667,11308502149.074797,1975859.4319874423,1,1,540617.0945854528,62717071.47033469,614720056.0326153
8,1,340286902.1756147,14338427703.04332,1827669.9745883842,1,1,282657.668742648,75425689.56690952,739276039.2257342
9,1,826567862.381413,16182014323.056036,1805715.980899635,1,1,620200.3217071695,91166703.04174279,893530287.3813096
12,1,93304473.17718466,14049458261.11515,1770040.7411554155,1,1,513174.60247451597,69338944.81670366,679621549.8749809
16,1,89188099.36054428,11412234769.254139,1967626.6843541614,1,1,384194.8895531135,61353179.61242115,601363795.1222225
17,1,35949664.66532704,11525297836.751188,1874322.2111769768,1,1,633921.567762638,68101288.42250046,667497456.8603686
18,1,75466853.30507591,12168275426.910446,1970370.9335652543,1,1,337542.6529645213,65881190.81072572,645721839.3703396
20,1,86718275.07055998,11242091318.16632,2140514.3846530635,1,1,230516.93373186816,65299409.97797384,640046732.0017986
21,1,125412188.94698064,11338414465.475718,2110327.643331032,1,1,364985.1450754579,65247269.24296306,639528068.9009014
27,1,107848993.99598113,12758289007.295574,1915485.9493433808,1,1,546105.5930076403,62159988.880482726,609269977.0993834
29,1,124314489.26254314,13941883692.040276,1797483.233266353,1,1,554338.3406409209,64347155.5017244,630677865.1951249
30,1,99890671.28380942,10630672593.934658,2088373.6496422817,1,1,282657.668742648,58960194.30034749,577925162.6102716
32,1,97146422.07271579,8892465143.627928,2296936.5896853996,1,1,142700.95897687084,50389904.014101975,493923694.258694
37,1,82876326.17502877,11185285359.496685,2025255.9177871272,1,1,419870.1292973316,62368551.82052583,611308954.2632252
39,1,72722604.09398222,11261575487.565088,2006046.1733094715,1,1,622944.5709182632,60977217.47050133,597683756.9301457
47,2,493416008.1546418,13202308529.65053,1931951.444609943,1,1,406148.8832418632,72799443.07189278,713526748.8780426
48,2,1198413630.484606,15244853217.46756,1813948.7285329152,1,1,477499.3627302984,88631016.77069221,868683855.0240679
51,2,135291486.1069179,12967400797.180912,1857856.7159104142,1,1,559826.8390631083,67220384.42573945,658855816.0946349
55,2,129254137.8425118,10508553504.040989,2036232.914631502,1,1,488476.3595746734,59333412.19305626,581566781.3133926
60,2,181943722.69551015,10599113728.007076,2099350.6464866563,1,1,268936.4226871797,63688535.691061884,624259066.2903768
61,2,233535607.86407125,9413323643.893509,2162468.3783418112,1,1,444568.3721971748,59410251.170966804,582318705.5972325
65,2,83974025.85946631,11594178491.94965,2041721.4130536895,1,1,255215.1766317112,54182456.42383339,531080828.57690215
66,2,156422205.03233922,11604057789.109581,1986836.4288318148,1,1,285401.9179537417,60947030.72917932,597373656.7692922
68,2,180297173.16885415,12718771818.655828,1852368.217488228,1,1,386939.1387642075,62730792.716390185,614843547.2471142
73,2,367180544.4443326,10484404110.98336,2096606.3972755636,1,1,367729.39428655163,63312573.54914205,620570795.3506668
77,2,99890671.28380942,11542037756.938856,1964882.4351430668,1,1,493964.8579968606,59857563.7923751,586695783.0889268
82,3,16739920.187671384,13489082572.209827,1899020.4540768194,1,1,323821.406909053,67848817.49507989,665005678.5766954
